,0_differences_100_sample_std,2_differences_1000_sample_kurtosis,2_differences_10_sample_mean,0_differences_1000_sample_kurtosis,2_differences_100_sample_kurtosis,0_differences_100_sample_skewness,0_differences_10_sample_skewness,1_differences_10_sample_std,0_differences_10_sample_std,2_differences_100_sample_skewness,1_differences_100_sample_skewness,2_differences_10_sample_skewness,2_differences_100_sample_mean,0_differences_10_sample_kurtosis,1_differences_100_sample_mean,2_differences_10_sample_std,1_differences_1000_sample_kurtosis,1_differences_1000_sample_mean,1_differences_100_sample_kurtosis,0_differences_1000_sample_skewness,2_differences_10_sample_kurtosis,2_differences_100_sample_std,1_differences_100_sample_std,2_differences_1000_sample_skewness,2_differences_1000_sample_std,0_differences_1_sample_mean,1_differences_1_sample_mean,0_differences_1000_sample_mean,2_differences_1_sample_mean,1_differences_10_sample_kurtosis,1_differences_10_sample_mean,0_differences_100_sample_mean,1_differences_1000_sample_std,1_differences_10_sample_skewness,2_differences_1000_sample_mean,0_differences_1000_sample_std,0_differences_10_sample_mean,0_differences_100_sample_kurtosis,1_differences_1000_sample_skewness
Biding My Time,124.87811025501915,7.213544259558213,0.007536666666666669,4.740562790739802,5.9724450516933265,0.12681532082078806,0.27253739523219045,0.1567624779811093,3.313388326304191,-0.21229260984450546,-0.2130454793950324,-0.7691705596477861,0.007536666666666667,1.9286728544699847,0.012978333333333331,0.09993319596388156,5.1944829143763505,0.012978333333333428,4.469983457463249,0.14950644116308096,2.470058122943886,0.9618797994840912,1.2729035541397733,-0.1267929654626341,12.80896383999155,2.41695,0.012978333333333333,2.4169499999999964,0.007536666666666666,2.1810243061515107,0.012978333333333331,2.4169500000000013,17.04002306317158,0.29518585997960706,0.007536666666666749,1059.0171799576497,2.41695,3.7665913995330484,-0.27012313508772967
Black Skinhead,621.3984355631175,3.8238093856587874,-0.0012499999999999955,4.056373718299031,4.620626720223161,-0.19516106755794252,-0.7843964139141415,0.17800613219774203,52.97256463819007,-0.3029256904367036,-0.13841130636196178,-0.589400991901862,-0.0012499999999999601,2.714503333842956,-0.025246666666666705,0.20155933727923508,3.4868825035558966,-0.025246666666666567,3.2675919192624527,-0.08595348071145857,2.39608718259589,2.374798829901177,2.5020528713083228,0.061253403131669854,21.32140003060957,9.196811666666667,-0.025246666666666667,9.19681166666668,-0.00125,2.630434355597713,-0.025246666666666667,9.196811666666667,26.43815068304051,0.7723778608402408,-0.001250000000000128,6204.357376913612,9.196811666666665,3.7087416161229187,0.07173740089704518
Black Water Rising,31.219581140775656,4.4648117645213405,0.0007549999999999999,120.51548562855591,3.6791842338876704,-1.1614056820882408,-0.2878626644577827,0.038759357149811796,1.8333281058417896,-0.09912787138304442,-0.26815685078313334,-1.3917388548264964,0.0007550000000000012,2.377018037483438,-0.001136666666666664,0.020333942682126356,5.695707971896232,-0.0011366666666666827,3.533336751257318,-0.6158749696370273,4.06952690059769,0.34390432411016103,0.40535534368693793,-0.023510951810039295,3.59474985522521,-0.08137166666666666,-0.0011366666666666667,-0.08137166666666758,0.000755,1.9391101510047235,-0.0011366666666666678,-0.08137166666666634,3.519098664145251,-0.28861302165658315,0.0007549999999999892,330.3090067819647,-0.0813716666666667,20.699984157892764,-0.2145321889835893
Blowin' In The Wind,240.60699335117397,4.0806016698857945,0.002204999999999998,2.2353288959182014,2.9105267083413056,0.030908978925886618,0.46803164120248614,0.14715947888260544,29.575907055245903,-0.11597921110491571,0.15493240412248144,0.1549141466444321,0.002205000000000005,2.5356909049601524,0.017711666666666653,0.06525385984752168,2.569129928786105,0.017711666666666587,2.371968065956016,0.003224598531227015,2.2536440727560465,0.5207998292450438,1.3349584997409305,0.02674650831009267,6.089419816066909,0.6878033333333333,0.017711666666666667,0.687803333333377,0.002205,1.988999746170184,0.01771166666666667,0.687803333333336,19.45094096294794,0.22954713624249282,0.0022050000000000446,3806.0389571439123,0.6878033333333342,3.0593486613138885,-0.03671324745120229
Born To Die,207.67214704223395,3.7612450275279468,0.004589999999999999,4.3673509449553345,3.2210711183846423,-0.3420003022061966,-0.440177299728509,0.11705801951738862,17.48710459373357,0.0185731024782669,-0.2247070391580736,0.3442521400654962,0.004590000000000034,1.6930729010392094,0.017386666666666654,0.18930258101192857,3.2876261487948653,0.01738666666666656,3.078204720927888,-0.07398569180295722,2.069700533810788,1.9653471836944119,1.6245851697655689,0.1116885755517418,19.23409611149805,-8.74839,0.01738666666666667,-8.74838999999999,0.00459,2.448151605630756,0.01738666666666666,-8.748390000000002,15.668326933780206,-0.24162046947989935,0.004589999999999855,1954.8366336996403,-8.748389999999999,5.203289168146488,0.04581216112122792
Bounce,48.41615022055058,5.198199516230356,0.003178333333333334,4.885178174109237,4.8358640768817,-0.16816442573077192,1.2141017459581254,0.07940472783643161,5.17287365971141,0.05604724983910422,-0.18150877916845054,-0.17331653558484264,0.003178333333333332,4.119238270212524,-0.003048333333333325,0.036554189644356166,3.822977333932691,-0.0030483333333333443,3.441610404083479,0.006487951179295874,3.7722413029989967,0.38656325862586116,0.7924469366374705,0.03358849564531577,3.663092825116427,0.494945,-0.0030483333333333335,0.49494500000000335,0.0031783333333333334,2.4580152783967426,-0.0030483333333333335,0.4949449999999993,8.461196972348896,-0.1314317074071895,0.0031783333333332948,449.5224220069003,0.49494500000000013,3.2623006955847713,-0.02524346487446754
Bound 2,286.82754992722096,4.3102279359457505,0.0013333333333333344,2.536396753074889,4.0839954288646565,-0.24782976591603334,-0.3308158926065045,0.243810217410774,26.317486101470635,0.5881343435361475,-0.06593562691655469,-0.09089619264530181,0.0013333333333333333,1.7613387805505623,-0.003371666666666634,0.11551893856275978,2.7194711260354545,-0.0033716666666666235,2.815951212303225,0.00784699038978509,2.2729390638632423,0.7875723042644684,1.676691865923127,-0.0270855500225645,7.023979348947749,-0.13013666666666668,-0.0033716666666666665,-0.1301366666666495,0.0013333333333333333,1.6693473283514635,-0.0033716666666666673,-0.13013666666666893,18.687146016749278,0.08342646380600197,0.0013333333333333144,2886.8906280100045,-0.13013666666666737,2.9869726363331046,-0.08523621785519966
Boys Like You,79.5224288343695,28.456941237767882,0.0067649999999999984,66.18921290688556,18.709033897487696,1.4329914061972981,0.051137688727455034,0.007286379225803597,1.1693367235804615,0.8381541884054439,-2.3328434639050974,2.5255441802194545,0.0067649999999999984,2.4010938664666233,0.001446666666666675,0.0194655157336706,42.868993710138746,0.0014466666666666317,44.31614480669425,0.613874179076932,7.671167111963851,0.28468153951681985,0.6440410200359048,-0.21836204132684633,2.4742429939495296,-0.718095,0.0014466666666666666,-0.7180949999999977,0.006765,4.905677957734471,0.0014466666666666666,-0.7180949999999995,5.971460422193404,1.4229563814071817,0.006764999999999992,1422.1171518745257,-0.7180950000000001,41.77052274251553,0.30205670553138775
Brighter Than Gold,307.69133719832365,7.5711411551668935,-0.001715,6.227581587601497,3.1446726065874544,0.8876172657326865,0.1456511875103431,0.1232529459305357,47.35261351300428,-0.0021442154224652647,-0.21775687832275561,0.3011406680437475,-0.0017150000000000015,4.39397607966479,0.007941666666666616,0.031609366096143086,3.368899594744314,0.007941666666666805,3.239509075347732,-0.06036476344983385,2.3639250393459608,0.32891609812888967,1.603111474493517,0.10201919158312223,3.978008372483997,4.167226666666667,0.007941666666666666,4.167226666666651,-0.001715,2.1871501199193184,0.007941666666666665,4.167226666666662,19.28806208266996,0.45001697835217974,-0.0017149999999999865,3027.9913969906265,4.167226666666666,6.152855001970492,0.004842902302809473
Brother,15.768457995700714,4.6115585839530455,-0.00028000000000000176,3.7653777761617215,4.583274613687474,-0.19385850777162777,0.30258437579246916,0.06958619014095636,1.4629006620637872,0.5220510802609061,0.1907538531992299,0.17739497902316306,-0.0002800000000000104,2.4899307242305575,-0.0007816666666666711,0.036235436001547196,4.161596136056198,-0.0007816666666666769,3.1212144415643372,0.04744398888449771,1.592343861445751,0.5394901496783792,0.7346495728104356,0.12430144716756385,5.442359797555142,0.12250666666666667,-0.0007816666666666666,0.12250666666666678,-0.00028,2.4044421429163614,-0.0007816666666666647,0.12250666666666665,7.7695741669810605,-0.788130530141238,-0.0002799999999999905,161.76350977409365,0.1225066666666667,3.1265695918954406,-0.09762161096714608
Calgary,33.10511498332009,4.321785208541686,-8.666666666666664e-05,3.7541372139211453,5.547345931361485,-0.012500207249347382,0.8902716109224745,0.09381093706966628,2.835100727117116,0.26142782895832084,0.019260828963832948,-0.12276921905214656,-8.666666666666664e-05,3.1722927625927073,-0.00798499999999999,0.0008219826978443984,3.5293373901521,-0.007984999999999975,2.8781477112109908,-0.030428632428173265,2.546241396016557,0.006427176674092599,0.7024842212917589,-0.007636953798220746,0.06747792429133151,-0.15332666666666667,-0.007985,-0.153326666666669,-8.666666666666667e-05,2.575566326577357,-0.007985,-0.1533266666666679,7.365666166093231,0.48122926022988405,-8.666666666666646e-05,427.5418811931697,-0.1533266666666666,3.766477617946108,-0.016694473236737128
Call It What You Want,101.08183892910839,6.6674079941878,-0.0038099999999999987,19.12215546773926,3.377641816022003,-0.01828218803671604,1.464067542792649,0.06253828873844673,14.378562455190789,-0.19297799374933414,-0.10252841335951017,0.14043676211341974,-0.003810000000000002,5.138028763694151,0.018555000000000002,0.06088126705134986,11.302797982483453,0.01855500000000003,6.06195828098979,-0.41066109922304744,1.8330496167276582,0.40116464894936427,1.0527089921971684,0.3174987686394994,4.272301083791575,3.66003,0.018555,3.6600300000000026,-0.00381,1.882712455999033,0.018555,3.6600300000000017,10.177614531044618,0.23661483753127774,-0.0038099999999999844,1183.3906096860478,3.66003,8.985096005339066,0.10074604209945474
Cameo Lover,252.9011917923345,5.191805444840949,0.00017666666666666596,8.494769994830063,4.235782695577895,0.3072221551844848,-0.6190638248576569,0.15171365595350267,25.06843310680724,-0.06891344984374584,-0.6232913448167495,-0.04287420657568081,0.00017666666666666948,1.7779267693032446,0.00017500000000000293,0.04955744657577821,8.137559224902121,0.00017499999999999715,5.341750124883702,0.3329230198643794,1.9772694921676965,0.41903363947433997,1.393642570623034,-0.17101149136896188,4.065684961685765,-0.692385,0.000175,-0.6923850000000266,0.00017666666666666666,4.586081326843615,0.00017500000000000154,-0.6923849999999929,12.879117570053621,-1.3935873217705683,0.00017666666666669162,3590.9369728882434,-0.6923849999999998,3.999600283194577,0.2284828498025816
Changed The Way You Kissed Me,114.88876793109378,4.8582059997886216,-0.0006766666666666657,4.962782283225835,3.3029269493052875,-0.2973919292576419,0.5338173492560605,0.15348723733587757,5.880162611243558,0.020726532371647316,-0.22298546447244028,-0.5657268155952353,-0.0006766666666666632,3.2117804530872855,0.0025350000000000073,0.08777103900996552,2.842849543438108,0.002535000000000032,2.8011570934830208,0.22060644600895069,2.301262501654042,0.7813844194832087,1.7252073022449923,-0.12751773117452025,8.09747745788842,0.21458333333333332,0.002535,0.21458333333333304,-0.0006766666666666667,3.2271670606393053,0.0025350000000000004,0.21458333333333507,16.33827937693486,-0.0448839807289183,-0.0006766666666666712,957.2346202671055,0.2145833333333334,3.3876290254363055,0.16205370410025835
