,2_differences_1000_sample_mean,2_differences_1_sample_skewness,1_differences_10_sample_kurtosis,0_differences_100_sample_kurtosis,0_differences_1_sample_skewness,1_differences_100_sample_skewness,1_differences_1_sample_kurtosis,2_differences_1000_sample_skewness,1_differences_1000_sample_std,1_differences_1_sample_skewness,0_differences_1_sample_std,0_differences_1_sample_mean,0_differences_100_sample_skewness,1_differences_1_sample_mean,2_differences_10_sample_kurtosis,2_differences_1000_sample_kurtosis,2_differences_1_sample_kurtosis,0_differences_1000_sample_mean,2_differences_1_sample_std,2_differences_10_sample_mean,0_differences_1_sample_kurtosis,0_differences_100_sample_std,0_differences_100_sample_mean,1_differences_1000_sample_mean,1_differences_1_sample_std,2_differences_10_sample_std,2_differences_100_sample_kurtosis,0_differences_10_sample_skewness,1_differences_100_sample_mean,2_differences_1000_sample_std,2_differences_100_sample_std,1_differences_1000_sample_skewness,0_differences_1000_sample_kurtosis,1_differences_10_sample_skewness,0_differences_10_sample_mean,1_differences_100_sample_std,2_differences_1_sample_mean,2_differences_10_sample_skewness,1_differences_1000_sample_kurtosis,1_differences_10_sample_std,2_differences_100_sample_mean,0_differences_1000_sample_std,0_differences_10_sample_std,0_differences_10_sample_kurtosis,2_differences_100_sample_skewness,1_differences_10_sample_mean,0_differences_1000_sample_skewness,1_differences_100_sample_kurtosis
01 Fly Me To The Moon (With Count Basie).m4a,0.000261666666667,,4.29030145745,4.480003901,,-0.369457982974,,0.109754866728,0.210420738284,,0.0,-20.4206566667,0.135626934532,-0.000436666666667,3.11778044661,20.665673609,,-20.4206566667,0.0,0.000261666666667,,16.9651584344,-20.4206566667,-0.000436666666667,0.0,0.0232222128456,9.4576680536,0.356857284779,-0.000436666666667,2.16728308433,0.209389436822,0.142254398148,14.5949588033,1.26221241261,-20.4206566667,0.0195295898006,0.000261666666667,0.273841134992,6.76327115429,0.00160775550933,0.000261666666667,251.94361483,2.27778288714,2.08262790507,0.30252569229,-0.000436666666667,-0.257414953995,5.07504125523
01 Life in Technicolor.mp3,-0.000465,,4.27632113605,3.04616019308,,-0.316534644763,,-0.00512948085316,0.511175721026,,0.0,0.0124616666667,0.0167343594885,0.000163333333333,4.95280619614,11.3946922653,,0.0124616666667,0.0,-0.000465,,1.48213294816,0.0124616666667,0.000163333333333,0.0,0.00603886233767,4.84794426831,0.473449838599,0.000163333333333,0.621488904788,0.0454805470931,-0.0987980209375,12.6051720932,0.848725376688,0.0124616666667,0.0331180043347,-0.000465,-1.29850065678,12.7728209029,0.00472296281774,-0.000465,8.93915677627,0.241118591505,1.84190086371,-0.241558712386,0.000163333333333,0.145287213057,7.17205891308
01 Love Me Do.m4a,-8.67361737988e-22,,3.13024953107,6.23988235498,,-0.468658060699,,-4.76936126878,10.7866838045,,0.0,-6.687115,0.583728047063,0.00182833333333,,329.421487603,,-6.687115,0.0,0.0,,87.0749073442,-6.687115,0.00182833333333,0.0,0.0,,-0.947564503823,0.00182833333333,0.000552770798393,0.0,0.00932737177784,5.48977928238,-0.417911328299,-6.687115,1.19841140832,0.0,,4.48691248519,0.154919399124,0.0,937.091901005,8.65460185061,3.55032978014,,0.00182833333333,0.0431326168537,4.29001312766
01 New York New York.m4a,-0.00400833333333,,3.72133167532,5.47268053647,,0.0956164049056,,-0.0976197665649,6.86578367903,,0.0,-0.73027,0.734298850673,0.00266833333333,3.73306894855,4.9643477411,,-0.73027,0.0,-0.00400833333333,,40.2846531533,-0.73027,0.00266833333333,0.0,0.059185804534,6.419340248,0.0804979500937,0.00266833333333,4.92499596812,0.471731680075,-0.0699374631556,5.99669512791,0.618001000112,-0.73027,0.61050086791,-0.00400833333333,0.555376650853,4.6503316146,0.0220126168998,-0.00400833333333,622.431970469,4.11037051809,2.16186967566,-0.210204803283,0.00266833333333,-0.361262344623,3.99008428519
01 Square.mp3,0.00249,,2.90025999693,2.80288362665,,0.451860414777,,0.0100773795637,12.0968322335,,0.0,-1.78062333333,0.0064952356337,0.000268333333333,2.60486809485,3.50847759231,,-1.78062333333,0.0,0.00249,,36.003954015,-1.78062333333,0.000268333333333,0.0,0.0487960604056,3.1162775835,0.157812157078,0.000268333333333,6.47371077512,0.69117331434,0.0901576906222,2.90133144791,-0.674053298385,-1.78062333333,1.13835081536,0.00249,0.40895924648,3.18324334578,0.0766611673571,0.00249,346.483529552,2.50506007195,2.32877586118,0.0164591536625,0.000268333333333,0.0481785239129,3.70084924653
01 Strangers In The Night.m4a,0.003435,,2.60383576786,8.72481224941,,0.247576475237,,0.0502130898047,6.11050179519,,0.0,-9.55955333333,-0.268006211487,0.00061,2.65986610099,3.74386914102,,-9.55955333333,0.0,0.003435,,46.7356661522,-9.55955333333,0.00061,0.0,0.0683488098124,2.93425990734,-0.886738514481,0.00061,7.39382251562,0.598447808406,-0.0836315146691,7.43490424206,-0.649614249793,-9.55955333333,0.445603161905,0.003435,0.0698296924536,4.11334687155,0.0406689536242,0.003435,555.972693776,7.33527143966,2.35230789357,0.232554603554,0.00061,-0.0194679740054,4.49096959013
01 The Girl From Ipanema.mp3,-0.00102833333333,,2.23657951591,2.38026279283,,0.16314773316,,-0.102746885418,1.60285287836,,0.0,-39.2201066667,0.436973795064,0.00091,4.05380431304,3.80642452528,,-39.2201066667,0.0,-0.00102833333333,,18.9632536807,-39.2201066667,0.00091,0.0,0.00620391028125,3.87203335578,0.89608949265,0.00091,0.617494436122,0.0380726794361,-0.00792074169293,5.05180615743,0.473580285575,-39.2201066667,0.0860742425661,-0.00102833333333,-1.15158180955,5.68852906146,0.0173226412536,-0.00102833333333,125.205980698,16.5944256609,2.62525363625,-0.633478863442,0.00091,-0.0150959817186,3.42012829142
01 Waltz in E flat - Op.18 (Grand Valse brillante).mp3,-0.00529,,3.36692687319,2.96396383315,,0.0536179910457,,0.0151958085393,3.02517179709,,0.0,-70.9387316667,0.530783572921,-0.00351833333333,4.33366794212,11.0593972193,,-70.9387316667,0.0,-0.00529,,25.3541059472,-70.9387316667,-0.00351833333333,0.0,0.0469859726112,7.64911663806,1.03323237097,-0.00351833333333,3.50260582191,0.34214599923,0.00266240984175,4.8057828952,-0.544761033511,-70.9387316667,0.328166354236,-0.00529,-1.04577517946,7.59411313707,0.0426037644724,-0.00529,117.805965032,20.4066833945,2.94350825143,0.656750985054,-0.00351833333333,-0.0236024368116,5.52033942991
02 Cemeteries of London.mp3,-0.00133833333333,,2.06897865541,10.169576527,,-0.42030310298,,0.050199914708,6.04469217989,,0.0,2.45348333333,-0.370652393446,0.000853333333333,2.18895854596,5.76747155364,,2.45348333333,0.0,-0.00133833333333,,179.024178761,2.45348333333,0.000853333333333,0.0,0.0261738408955,4.10444030389,-0.115411692208,0.000853333333333,4.30236358819,0.519957034793,-0.124774916449,11.0859258772,-0.0945251336728,2.45348333333,0.59928363359,-0.00133833333333,0.0440150728739,7.52927896348,0.0304310411696,-0.00133833333333,1584.04524801,12.3590929296,3.36039669518,0.127600619938,0.000853333333333,0.0166586017629,6.53724433699
02 From Me To You.m4a,1.73472347598e-21,,2.19181906404,4.78128634365,,0.107211327125,,-16.6196152374,12.6057421124,,0.0,-6.15806,-0.48755637378,-0.00797166666667,,560.491493384,,-6.15806,0.0,0.0,,83.0730772987,-6.15806,-0.00797166666667,0.0,0.0,,-0.49864637189,-0.00797166666667,0.000619139187367,0.0,0.0701401131881,6.90760788527,0.163526172065,-6.15806,1.25098924768,0.0,,3.20628323136,0.129407069842,0.0,784.220585918,5.63133344698,2.82892855426,,-0.00797166666667,-0.189678727087,2.53259947715
02 What If.mp3,-0.000138333333333,,3.50111130809,5.41754102693,,0.373604182722,,-0.0440485233612,5.20976461944,,0.0,-1.83005,-0.153499319165,0.000233333333333,2.92973559207,6.43644923032,,-1.83005,0.0,-0.000138333333333,,21.8975623177,-1.83005,0.000233333333333,0.0,0.0116947116491,4.97131729486,-0.194738375071,0.000233333333333,1.29656636942,0.0996753063563,0.539452896426,5.06222487669,-1.14900476598,-1.83005,0.497611057398,-0.000138333333333,0.133464308104,8.759315944,0.0749581186767,-0.000138333333333,178.448458592,1.81495997651,3.3721045302,0.392635949014,0.000233333333333,0.0984280461822,4.32313709129
03 Lost!.mp3,-0.00353166666667,,2.15476614049,6.57602106979,,0.562415571306,,-0.149046096242,22.1657165055,,0.0,10.744445,-0.121521151561,0.0182316666667,3.89736567457,6.10388863209,,10.744445,0.0,-0.00353166666667,,292.054986032,10.744445,0.0182316666667,0.0,0.391837986535,5.3379691467,-0.126269131546,0.0182316666667,19.0355955016,2.0934192543,0.115845690446,10.2051864815,0.245430732203,10.744445,1.92376164496,-0.00353166666667,-0.856121097898,4.95674380508,0.231951669469,-0.00353166666667,3900.92273561,32.325979015,3.24761721486,-0.18003661925,0.0182316666667,0.0983829634336,4.04956788767
03 She Loves You.m4a,2.16840434497e-22,,2.30291787867,3.43242591264,,-0.067503359331,,7.68361248858,15.7902652095,,0.0,-8.02266666667,-0.00944189953442,0.000713333333333,,433.673469388,,-8.02266666667,0.0,0.0,,112.465095163,-8.02266666667,0.000713333333333,0.0,0.0,,-0.195884595885,0.000713333333333,0.000278886675511,0.0,0.0657728918276,4.97214110354,-0.18041849559,-8.02266666667,1.5176641028,0.0,,4.1269897704,0.180616183722,0.0,1262.54229794,12.0280508448,2.12745572729,,0.000713333333333,0.0355488754948,2.89591769844
03 White Shadows.mp3,0.0170833333333,,3.0267622182,4.90340284958,,-0.0911988970264,,0.168932028553,17.922608221,,0.0,1.42296333333,0.326182394851,0.010595,4.18650385667,5.40094888442,,1.42296333333,0.0,0.0170833333333,,230.196992829,1.42296333333,0.010595,0.0,0.120890671224,8.33000290239,1.43134891313,0.010595,12.5645618783,1.29519141646,0.299684211188,7.59303095414,-0.381530571316,1.42296333333,1.43939592504,0.0170833333333,-0.892209647313,7.45453997645,0.289332346777,0.0170833333333,2971.65529139,18.726410551,5.0352741812,0.727462352324,0.010595,0.159134956793,4.95503769921
04 42.mp3,-0.006365,,2.10652036539,3.23386344008,,0.327760169511,,0.00915553180997,8.98881962032,,0.0,-0.0998,-0.210809663859,-0.00083,2.27453423719,3.98756973417,,-0.0998,0.0,-0.006365,,28.0463468057,-0.0998,-0.00083,0.0,0.0623202425871,3.13917284321,-0.800748142867,-0.00083,6.73706449803,0.638520447639,0.180652478988,4.75990778229,-0.476228068172,-0.0998,0.804464199873,-0.006365,0.347585446457,4.02276374544,0.114196833435,-0.006365,366.309453656,3.00135764944,3.59472337231,0.388891909599,-0.00083,-0.163508667347,3.68485041266
04 Fantaisie-Impromptu in C sharp minor - Op.posth.66 (BI 87).mp3,-0.000646666666667,,2.13185582024,16.1125399292,,-0.405233064422,,0.435078674185,4.05262517092,,0.0,-62.581095,2.54621331826,0.000678333333333,2.60969029653,10.158029826,,-62.581095,0.0,-0.000646666666667,,24.7762725548,-62.581095,0.000678333333333,0.0,0.0162990623452,9.76685744498,0.517134016653,0.000678333333333,2.3200210161,0.190724277835,0.189194302771,10.9176206075,-0.327206101729,-62.581095,0.298131252094,-0.000646666666667,-0.163737858159,10.6706817178,0.0399424489109,-0.000646666666667,245.213551948,14.7967712218,2.38834790581,0.332905023144,0.000678333333333,-0.0596427358941,5.1056848855
04 Fix You.mp3,0.00884666666667,,2.29588141358,3.75444065512,,0.00951740312956,,0.0513925501715,5.16783736451,,0.0,-0.170585,-0.245643649059,0.00320833333333,3.02511725472,3.10494873955,,-0.170585,0.0,0.00884666666667,,29.6288000787,-0.170585,0.00320833333333,0.0,0.0795475304456,2.26286512913,-0.0561641387443,0.00320833333333,6.86796450582,0.539708011943,0.323937125953,3.39240255406,-0.559023376309,-0.170585,0.469410085684,0.00884666666667,-0.799952114444,3.08796809984,0.0529477012669,0.00884666666667,394.235083241,3.59697542887,1.47833738393,0.00261218378071,0.00320833333333,0.0752042088568,2.94459741139
04 I Want To Hold Your Hand.m4a,0.00685,,1.87488314132,7.1127010152,,-0.252321838987,,0.0699581158724,8.496918472,,0.0,-4.67807,-0.761694284789,0.00492833333333,3.99131517471,3.91270754685,,-4.67807,0.0,0.00685,,95.8633219107,-4.67807,0.00492833333333,0.0,0.157248269554,4.00936862339,-0.881809672709,0.00492833333333,14.289750413,1.47475493887,-0.285580802469,8.54200576438,-0.154950893136,-4.67807,1.006093807,0.00685,-0.253577548153,5.73996120843,0.148187699117,0.00685,1107.56065171,12.4428177992,3.70486609663,-0.168065232932,0.00492833333333,0.00148635255653,5.3699465404
05 Can't Buy Me Love.m4a,-0.01993,,1.95173112393,3.65820871857,,-0.166945952406,,0.0449728557588,14.2335126492,,0.0,-5.23532166667,0.120045811181,0.003165,2.36597779994,3.55590270853,,-5.23532166667,0.0,-0.01993,,115.762100333,-5.23532166667,0.003165,0.0,0.164333063522,4.03054054573,-0.81970370806,0.003165,18.4539177903,1.96310273733,-0.116815646137,3.69201878723,0.340777366384,-5.23532166667,1.62398063677,-0.01993,-0.0918638572459,3.6862932978,0.134567203874,-0.01993,1082.08701262,11.6147821871,3.7373840307,-0.35086548858,0.003165,0.148928609814,3.30326703771
05 Lovers in Japan_Reign of Love.mp3,-0.00807166666667,,1.70390575306,3.15609438764,,0.00899043578926,,0.0398110995705,9.31009452743,,0.0,0.530083333333,0.492157743534,-0.0104816666667,2.1305774443,3.88107541179,,0.530083333333,0.0,-0.00807166666667,,16.7670838941,0.530083333333,-0.0104816666667,0.0,0.113275599277,3.40623679478,0.182689560508,-0.0104816666667,8.01275756708,1.19651803191,-0.183145290359,3.72030513442,-0.0254819289919,0.530083333333,1.11650483999,-0.00807166666667,0.032594975488,3.50808205016,0.0804324659609,-0.00807166666667,162.724371022,2.02438710253,2.6119816817,-0.149751531192,-0.0104816666667,0.242424623842,3.63151306459
05 Talk.mp3,0.00828666666667,,3.83573941064,3.74265309074,,-0.248238589956,,0.00451815918715,3.00606712009,,0.0,0.31092,0.0139047380219,0.00300833333333,4.49664638045,4.46820758349,,0.31092,0.0,0.00828666666667,,6.06467009657,0.31092,0.00300833333333,0.0,0.0307601210083,4.75496178281,0.197899730548,0.00300833333333,3.00484662357,0.294383754722,-0.0782349730157,3.58828262544,-0.603234235684,0.31092,0.376012155075,0.00828666666667,1.34928126711,4.09258206415,0.0188601008157,0.00828666666667,60.6812210387,0.820017177659,2.47991401739,0.251148274765,0.00300833333333,0.0694222718071,4.6495071148
06 A Hard Day's Night.mp3,-0.01093,,3.19334801128,4.85492524996,,-0.278059241875,,-0.107789585199,14.0267088616,,0.0,-3.89046833333,-0.0527193500043,-0.02165,3.22504970582,10.1027145624,,-3.89046833333,0.0,-0.01093,,100.810905517,-3.89046833333,-0.02165,0.0,0.211809098509,3.39339308998,1.47839466585,-0.02165,15.4312884047,1.60762080455,0.00845936493542,9.23948199843,0.627311353882,-3.89046833333,1.62740504596,-0.01093,0.84694559414,6.56246816799,0.126621540207,-0.01093,1068.10014028,11.6452314371,4.67700197126,-0.20163433958,-0.02165,-0.120455452588,3.9025834734
06 X Y.mp3,0.00258666666667,,2.00882363888,2.68640980173,,-0.297285823288,,0.127796178053,9.08431956227,,0.0,-2.97345,-0.140693662412,0.006335,3.3701943658,3.97424478186,,-2.97345,0.0,0.00258666666667,,25.0730978457,-2.97345,0.006335,0.0,0.0325836392143,3.13633673131,0.420943779859,0.006335,4.75755964968,0.438770366719,-0.00653634847839,2.77728163268,0.665021404554,-2.97345,0.891664725697,0.00258666666667,0.0543033279695,3.93304234419,0.0919556092936,0.00258666666667,330.608578266,3.59507808593,2.41361055008,-0.240914135845,0.006335,-0.144776014968,3.64326450256
06 Yes.mp3,-0.00353666666667,,1.86607005456,4.23391561135,,-0.458545301219,,0.138630361071,12.4343585344,,0.0,0.362771666667,0.27838271306,-0.00590166666667,2.00810685315,3.72782496907,,0.362771666667,0.0,-0.00353666666667,,64.5557601907,0.362771666667,-0.00590166666667,0.0,0.0398775847647,4.16376580414,0.525146505253,-0.00590166666667,11.2720984617,1.08730446226,0.139865701993,4.49926764255,0.196392529614,0.362771666667,1.12438626743,-0.00353666666667,0.473201024452,3.91033703379,0.0811186659743,-0.00353666666667,1016.79040359,7.68593999637,3.16278789208,0.0748577825381,-0.00590166666667,-0.0216799079953,3.53010868044
07 Étude No.12 in C minor - Op.10 No.12 (Revolutionary).mp3,-0.00294333333333,,3.67626649295,2.54484893109,,0.2421236483,,0.0420168553164,8.48483873791,,0.0,-86.131,-0.00866945443831,-0.015105,2.31256275833,6.87818931044,,-86.131,0.0,-0.00294333333333,,52.7532807606,-86.131,-0.015105,0.0,0.046937757959,8.29532726204,0.57171603986,-0.015105,5.42608798543,0.489534620396,-0.265119663829,3.51813033547,-0.882305968764,-86.131,0.932029264757,-0.00294333333333,0.326620901325,7.44846935059,0.0644665942993,-0.00294333333333,386.573457253,39.3914806446,2.00834942421,-0.962554671504,-0.015105,0.0968818019903,6.95149549123
07 I Feel Fine.m4a,-0.00895,,2.86808369605,2.45893972372,,-0.0995997039792,,0.0218827801024,13.3402139376,,0.0,-5.44103,0.0168506443385,-0.00850166666667,3.71131281638,2.42689910243,,-5.44103,0.0,-0.00895,,196.333600966,-5.44103,-0.00850166666667,0.0,0.126154643857,1.92062325698,-0.250135532579,-0.00850166666667,15.9584100795,2.28593685554,-0.0320436230745,3.26540484304,-0.615214337991,-5.44103,1.58906403051,-0.00895,-1.26745816908,3.058487073,0.090807380222,-0.00895,1247.6948482,8.09756619079,2.41589096402,-0.0313181635727,-0.00850166666667,-0.0519172764133,3.22748679908
07 Speed Of Sound.mp3,-0.0224933333333,,3.90278539866,5.49857532289,,-0.00298486200116,,-0.0637099533328,9.14787047255,,0.0,-2.35350333333,0.584434582089,-0.00830666666667,4.00560027956,4.8863726065,,-2.35350333333,0.0,-0.0224933333333,,46.2245171847,-2.35350333333,-0.00830666666667,0.0,0.121828086572,4.32189298307,0.0554327996222,-0.00830666666667,9.53776894131,0.871855915058,0.0525488721374,6.09572314554,-0.466483256894,-2.35350333333,0.80105915953,-0.0224933333333,-0.268415125272,4.77220959484,0.0693653901052,-0.0224933333333,233.996428389,3.06354687511,2.35000618391,-0.297243165934,-0.00830666666667,0.0929217402921,3.79253801568
07 Viva la Vida.mp3,-0.00939333333333,,2.01402686622,4.24352689385,,0.277440113257,,-0.0921994429907,9.59952400045,,0.0,0.661585,-0.655490492907,0.00339333333333,4.16961181286,6.18860213436,,0.661585,0.0,-0.00939333333333,,63.3569764658,0.661585,0.00339333333333,0.0,0.0590372665733,3.80771869482,0.200329320313,0.00339333333333,8.20764367856,0.772409008852,0.0930101193975,7.50891452695,0.377056619684,0.661585,0.76679811066,-0.00939333333333,1.36742877349,7.20480414412,0.0495073828389,-0.00939333333333,898.728349644,6.40268238231,1.37938755892,0.0033297538536,0.00339333333333,0.0591868437737,3.83569349211
08 A Massage.mp3,-0.00164,,4.59896899915,3.92977664164,,-0.79400801773,,-0.0516027325115,6.51274043422,,0.0,-2.084525,-0.383746615367,0.002295,2.42660591711,5.08499560811,,-2.084525,0.0,-0.00164,,41.256344046,-2.084525,0.002295,0.0,0.0216383124727,2.90162823961,-0.338645396645,0.002295,2.84204585923,0.24293436553,-0.0378580062016,4.37510457095,1.22408726514,-2.084525,0.659433145822,-0.00164,0.0937453067007,5.82248288598,0.0351225292132,-0.00164,457.070216868,3.83112161849,2.08344870273,-0.101135472082,0.002295,-0.0326814697003,6.42980992366
08 Eight Days A Week.m4a,0.0117283333333,,3.10999729472,11.1245791831,,-0.422563220006,,-0.18128675611,8.72840000642,,0.0,-4.15940666667,1.06764491298,0.013175,2.91722027812,9.16524461471,,-4.15940666667,0.0,0.0117283333333,,41.9209103698,-4.15940666667,0.013175,0.0,0.0579837055895,7.22450183863,0.789280664194,0.013175,9.3172472326,1.17710551818,-0.0523394281115,10.2395154119,0.383254851643,-4.15940666667,1.01352588066,0.0117283333333,0.810147431758,7.97712487388,0.045190758796,0.0117283333333,495.118439556,3.60827231083,2.70454600441,-0.423030316683,0.013175,0.251754158971,8.36210986888
08 Étude No.23 in A minor - Op.25 No.11 (Winter Wind).mp3,-0.000165,,3.46268281314,2.53321116695,,0.0372972984434,,0.0689145503678,5.62903620035,,0.0,-81.7474933333,0.477464321618,-0.000761666666667,1.72494666969,3.518679081,,-81.7474933333,0.0,-0.000165,,42.4240267654,-81.7474933333,-0.000761666666667,0.0,0.062854424599,3.15363603617,0.575233834293,-0.000761666666667,4.96798488189,0.314428425432,0.00236850601927,4.81965040151,0.710726998096,-81.7474933333,0.397734477492,-0.000165,-0.19560728299,5.45801315575,0.0427958435482,-0.000165,199.669963821,37.370353014,2.07330476265,-0.157994449911,-0.000761666666667,0.144247057523,2.67619508721
08 Violet Hill.mp3,-0.00113666666667,,1.64500707022,2.93416489958,,-0.0571269157378,,0.111862755381,1.07655535543,,0.0,0.0669866666667,-0.229828935278,-0.00207833333333,2.38413513724,3.74670405562,,0.0669866666667,0.0,-0.00113666666667,,3.76152140804,0.0669866666667,-0.00207833333333,0.0,0.0125121469869,2.83950255579,0.401812707748,-0.00207833333333,1.45559666925,0.178632332491,0.150263585146,3.61453485944,0.188224201272,0.0669866666667,0.139232330726,-0.00113666666667,-0.118828834079,3.88722063251,0.00843476288938,-0.00113666666667,28.0285738469,0.438545917069,2.68234834442,0.151909584718,-0.00207833333333,-0.140734752188,3.17172594369
09 Low.mp3,0.00711833333333,,2.56419460193,11.5991898957,,-0.0967717867001,,-0.0510020677971,16.7279502813,,0.0,-4.20225833333,-0.542272810191,0.00032,4.4243610349,5.72138943174,,-4.20225833333,0.0,0.00711833333333,,186.156825794,-4.20225833333,0.00032,0.0,0.166394259124,4.89586616576,-0.834013121507,0.00032,14.5042836731,1.34169482958,0.173595600933,11.554086493,-0.597692151115,-4.20225833333,1.43539584739,0.00711833333333,-0.981639194831,6.16627461047,0.195663883825,0.00711833333333,2199.95660687,13.8299273197,3.20350430678,0.576643479523,0.00032,-0.317810261135,3.58682474145
09 Prélude No.15 in D flat - Op.28 No.15 (Raindrop).mp3,-0.000953333333333,,2.04511579455,2.63234568929,,0.181298948548,,0.206858851007,0.907573058314,,0.0,-40.73509,0.581300131716,0.000706666666667,2.74373316994,5.06216536987,,-40.73509,0.0,-0.000953333333333,,16.4818090931,-40.73509,0.000706666666667,0.0,0.0071443909623,4.14833023245,0.608022975416,0.000706666666667,0.651035864382,0.0593833360464,0.109495010883,3.61524293743,-0.219051342937,-40.73509,0.0858849686758,-0.000953333333333,-0.114466939669,9.55357380508,0.00856726067979,-0.000953333333333,40.5802704361,16.068834692,2.41424969218,-0.21918000299,0.000706666666667,-0.592322594327,8.27648766244
09 Strawberry Swing.mp3,-0.00118666666667,,4.30124089532,2.5048132312,,0.564479192129,,-0.145011868688,3.24242757446,,0.0,-0.333835,0.108519233773,-0.00268833333333,3.58591126229,6.6311903134,,-0.333835,0.0,-0.00118666666667,,13.5547791579,-0.333835,-0.00268833333333,0.0,0.0100694720153,5.66803072887,0.81381917829,-0.00268833333333,1.78801659905,0.172830112924,-0.308261142555,5.04374734171,-1.06814798404,-0.333835,0.309127911906,-0.00118666666667,-0.488555070629,9.32480122899,0.0262635796092,-0.00118666666667,36.3580705805,1.10745521335,2.17278734269,-0.0503558481559,-0.00268833333333,0.181579846599,7.81870921028
09 Ticket to Ride.mp3,-0.002935,,2.55970353245,6.21593462602,,0.0924270906795,,0.0382599208201,10.6830497575,,0.0,-7.23633833333,0.244073179097,-0.00361833333333,3.15969996685,8.59022497933,,-7.23633833333,0.0,-0.002935,,95.800988487,-7.23633833333,-0.00361833333333,0.0,0.100979640811,6.33888201173,-0.985946835435,-0.00361833333333,14.1818435978,1.13507693985,0.0214106995953,9.38132526366,0.0561592320584,-7.23633833333,1.13304921544,-0.002935,0.168053086917,3.52946460355,0.135072988798,-0.002935,1056.42005781,8.10246157993,5.07764171396,-0.32779027056,-0.00361833333333,0.0379586157024,3.02862704946
10 Death and All His Friends.mp3,0.00516,,1.84960225479,3.92442545481,,-0.666301016329,,-0.0209370627307,4.80297369532,,0.0,0.703443333333,-0.217484142725,-0.0102766666667,2.76381419229,5.08483703624,,0.703443333333,0.0,0.00516,,50.8356268178,0.703443333333,-0.0102766666667,0.0,0.0547159372477,3.22205041916,-0.495595225443,-0.0102766666667,7.31240178524,0.846194559622,0.121374455738,6.45962929704,0.507836671176,0.703443333333,0.70487784766,0.00516,0.000309835389929,6.37542241996,0.0310902541,0.00516,301.298917085,5.14125061915,2.40889130319,-0.0894938031637,-0.0102766666667,-0.035387182705,4.53175587216
10 Help!.mp3,-0.00529,,4.62532619738,3.33710484625,,0.152474068306,,0.0405850573624,17.0846398201,,0.0,-9.26181166667,0.0898840231012,0.001765,3.0647893139,3.80350145633,,-9.26181166667,0.0,-0.00529,,137.69695011,-9.26181166667,0.001765,0.0,0.124906376316,2.70287639167,-0.362886630829,0.001765,12.535799108,1.36916900154,0.0107886399461,3.47054925281,0.946507529486,-9.26181166667,1.83797414398,-0.00529,0.288275041269,3.10817580688,0.18387861628,-0.00529,1349.56707209,14.7994227947,2.26239148832,0.196057418737,0.001765,-0.0310265651155,2.8520384861
